date,state,district,pincode,demo_age_5_17,demo_age_17_
09-11-2025,Tamil Nadu,Krishnagiri,635114,1,0
09-11-2025,Tamil Nadu,Krishnagiri,635122,0,1
09-11-2025,Tamil Nadu,Krishnagiri,635206,0,2
09-11-2025,Tamil Nadu,Krishnagiri,635304,1,1
08-11-2025,Tamil Nadu,Krishnagiri,635102,2,4
08-11-2025,Tamil Nadu,Krishnagiri,635103,4,10
08-11-2025,Tamil Nadu,Krishnagiri,635105,2,12
08-11-2025,Tamil Nadu,Krishnagiri,635106,1,1
08-11-2025,Tamil Nadu,Krishnagiri,635109,14,75
08-11-2025,Tamil Nadu,Krishnagiri,635116,0,1
08-11-2025,Tamil Nadu,Krishnagiri,635117,7,25
08-11-2025,Tamil Nadu,Krishnagiri,635203,5,22
10-11-2025,Tamil Nadu,Krishnagiri,635001,2,22
10-11-2025,Tamil Nadu,Krishnagiri,635108,0,4
10-11-2025,Tamil Nadu,Krishnagiri,635114,2,11
10-11-2025,Tamil Nadu,Krishnagiri,635116,1,8
10-11-2025,Tamil Nadu,Krishnagiri,635201,0,8
10-11-2025,Tamil Nadu,Krishnagiri,635304,3,15
10-11-2025,Tamil Nadu,Krishnagiri,635307,5,28
11-11-2025,Tamil Nadu,Krishnagiri,635114,1,1
11-11-2025,Tamil Nadu,Krishnagiri,635115,1,17
11-11-2025,Tamil Nadu,Krishnagiri,635120,0,13
11-11-2025,Tamil Nadu,Krishnagiri,635304,1,13
05-11-2025,Tamil Nadu,Krishnagiri,635002,1,8
05-11-2025,Tamil Nadu,Krishnagiri,635107,4,25
05-11-2025,Tamil Nadu,Krishnagiri,635207,1,16
05-11-2025,Tamil Nadu,Krishnagiri,635306,1,6
05-11-2025,Tamil Nadu,Krishnagiri,636806,0,5
04-11-2025,Tamil Nadu,Krishnagiri,635107,5,33
04-11-2025,Tamil Nadu,Krishnagiri,635108,2,5
04-11-2025,Tamil Nadu,Krishnagiri,635109,35,82
04-11-2025,Tamil Nadu,Krishnagiri,635111,0,1
04-11-2025,Tamil Nadu,Krishnagiri,635114,1,11
04-11-2025,Tamil Nadu,Krishnagiri,635115,3,10
04-11-2025,Tamil Nadu,Krishnagiri,635117,2,14
04-11-2025,Tamil Nadu,Krishnagiri,635118,2,16
04-11-2025,Tamil Nadu,Krishnagiri,635122,4,10
04-11-2025,Tamil Nadu,Krishnagiri,635123,2,6
04-11-2025,Tamil Nadu,Krishnagiri,635126,8,17
04-11-2025,Tamil Nadu,Krishnagiri,635206,4,14
06-11-2025,Tamil Nadu,Krishnagiri,635115,4,17
06-11-2025,Tamil Nadu,Krishnagiri,635122,2,10
06-11-2025,Tamil Nadu,Krishnagiri,635124,0,3
06-11-2025,Tamil Nadu,Krishnagiri,635306,2,6
06-11-2025,Tamil Nadu,Krishnagiri,636806,0,1
06-11-2025,Tamil Nadu,Krishnagiri,636812,0,1
07-11-2025,Tamil Nadu,Krishnagiri,635102,1,9
07-11-2025,Tamil Nadu,Krishnagiri,635103,0,9
07-11-2025,Tamil Nadu,Krishnagiri,635107,3,30
07-11-2025,Tamil Nadu,Krishnagiri,635122,9,15
07-11-2025,Tamil Nadu,Krishnagiri,635124,0,4
07-11-2025,Tamil Nadu,Krishnagiri,636806,0,2
12-11-2025,Tamil Nadu,Krishnagiri,635001,5,38
12-11-2025,Tamil Nadu,Krishnagiri,635002,2,10
12-11-2025,Tamil Nadu,Krishnagiri,635103,0,9
12-11-2025,Tamil Nadu,Krishnagiri,635106,0,2
12-11-2025,Tamil Nadu,Krishnagiri,635116,1,14
12-11-2025,Tamil Nadu,Krishnagiri,635126,4,26
12-11-2025,Tamil Nadu,Krishnagiri,635304,1,5
12-11-2025,Tamil Nadu,Krishnagiri,635306,0,16
12-11-2025,Tamil Nadu,Krishnagiri,636902,0,3
13-11-2025,Tamil Nadu,Krishnagiri,635110,0,7
13-11-2025,Tamil Nadu,Krishnagiri,635118,0,11
13-11-2025,Tamil Nadu,Krishnagiri,635201,0,6
13-11-2025,Tamil Nadu,Krishnagiri,635204,0,6
13-11-2025,Tamil Nadu,Krishnagiri,635206,1,9
13-11-2025,Tamil Nadu,Krishnagiri,635207,3,21
14-11-2025,Tamil Nadu,Krishnagiri,635002,0,4
14-11-2025,Tamil Nadu,Krishnagiri,635105,1,8
14-11-2025,Tamil Nadu,Krishnagiri,635106,1,6
14-11-2025,Tamil Nadu,Krishnagiri,635107,3,29
14-11-2025,Tamil Nadu,Krishnagiri,635109,6,71
14-11-2025,Tamil Nadu,Krishnagiri,635119,1,3
14-11-2025,Tamil Nadu,Krishnagiri,635120,1,9
14-11-2025,Tamil Nadu,Krishnagiri,635122,1,16
14-11-2025,Tamil Nadu,Krishnagiri,635126,5,22
14-11-2025,Tamil Nadu,Krishnagiri,635306,1,9
29-12-2025,Tamil Nadu,Krishnagiri,635001,8,17
29-12-2025,Tamil Nadu,Krishnagiri,635105,1,11
29-12-2025,Tamil Nadu,Krishnagiri,635114,1,7
29-12-2025,Tamil Nadu,Krishnagiri,635201,0,2
29-12-2025,Tamil Nadu,Krishnagiri,635202,1,0
29-12-2025,Tamil Nadu,Krishnagiri,635204,3,8
29-12-2025,Tamil Nadu,Krishnagiri,635304,0,16
29-12-2025,Tamil Nadu,Krishnagiri,636902,0,2
31-12-2025,Tamil Nadu,Krishnagiri,635104,2,10
31-12-2025,Tamil Nadu,Krishnagiri,635109,5,56
31-12-2025,Tamil Nadu,Krishnagiri,635112,3,14
31-12-2025,Tamil Nadu,Krishnagiri,635113,2,10
31-12-2025,Tamil Nadu,Krishnagiri,635115,6,9
31-12-2025,Tamil Nadu,Krishnagiri,635116,2,10
31-12-2025,Tamil Nadu,Krishnagiri,635117,4,17
31-12-2025,Tamil Nadu,Krishnagiri,635119,1,7
31-12-2025,Tamil Nadu,Krishnagiri,635122,0,12
31-12-2025,Tamil Nadu,Krishnagiri,635123,1,8
31-12-2025,Tamil Nadu,Krishnagiri,635203,1,24
31-12-2025,Tamil Nadu,Krishnagiri,635306,0,6
31-12-2025,Tamil Nadu,Krishnagiri,635307,1,13
26-12-2025,Tamil Nadu,Krishnagiri,635105,1,11
26-12-2025,Tamil Nadu,Krishnagiri,635119,0,3
26-12-2025,Tamil Nadu,Krishnagiri,635126,6,27
26-12-2025,Tamil Nadu,Krishnagiri,635203,1,26
26-12-2025,Tamil Nadu,Krishnagiri,635207,5,23
25-12-2025,Tamil Nadu,Krishnagiri,635102,0,2
25-12-2025,Tamil Nadu,Krishnagiri,635107,0,3
25-12-2025,Tamil Nadu,Krishnagiri,635114,0,2
25-12-2025,Tamil Nadu,Krishnagiri,635115,0,5
25-12-2025,Tamil Nadu,Krishnagiri,635116,0,3
25-12-2025,Tamil Nadu,Krishnagiri,635124,0,4
25-12-2025,Tamil Nadu,Krishnagiri,635206,1,5
25-12-2025,Tamil Nadu,Krishnagiri,635207,1,6
23-12-2025,Tamil Nadu,Krishnagiri,635111,0,1
23-12-2025,Tamil Nadu,Krishnagiri,636806,0,1
23-12-2025,Tamil Nadu,Krishnagiri,636812,0,1
24-12-2025,Tamil Nadu,Krishnagiri,635124,1,1
01-01-2026,Tamil Nadu,Krishnagiri,635102,2,10
01-01-2026,Tamil Nadu,Krishnagiri,635122,2,5
01-01-2026,Tamil Nadu,Krishnagiri,635123,0,9
01-01-2026,Tamil Nadu,Krishnagiri,635206,0,9
01-01-2026,Tamil Nadu,Krishnagiri,635207,2,10
01-01-2026,Tamil Nadu,Krishnagiri,635304,1,8
23-12-2025,Tamil Nadu,Krishnagiri,635110,1,9
23-12-2025,Tamil Nadu,Krishnagiri,635113,0,20
23-12-2025,Tamil Nadu,Krishnagiri,635115,1,15
23-12-2025,Tamil Nadu,Krishnagiri,635117,5,42
23-12-2025,Tamil Nadu,Krishnagiri,635123,0,7
23-12-2025,Tamil Nadu,Krishnagiri,635126,3,29
24-12-2025,Tamil Nadu,Krishnagiri,635109,19,77
24-12-2025,Tamil Nadu,Krishnagiri,635203,5,26
24-12-2025,Tamil Nadu,Krishnagiri,635207,4,20
24-12-2025,Tamil Nadu,Krishnagiri,635307,7,18
24-12-2025,Tamil Nadu,Krishnagiri,636806,0,4
24-12-2025,Tamil Nadu,Krishnagiri,636902,0,2
27-12-2025,Tamil Nadu,Krishnagiri,635115,1,15
27-12-2025,Tamil Nadu,Krishnagiri,635116,1,2
27-12-2025,Tamil Nadu,Krishnagiri,635121,0,10
03-01-2026,Tamil Nadu,Krishnagiri,635101,0,1
03-01-2026,Tamil Nadu,Krishnagiri,635104,1,4
03-01-2026,Tamil Nadu,Krishnagiri,635118,2,5
03-01-2026,Tamil Nadu,Krishnagiri,635119,0,2
03-01-2026,Tamil Nadu,Krishnagiri,635122,2,1
02-01-2026,Tamil Nadu,Krishnagiri,635102,2,9
02-01-2026,Tamil Nadu,Krishnagiri,635103,1,5
02-01-2026,Tamil Nadu,Krishnagiri,635112,4,11
02-01-2026,Tamil Nadu,Krishnagiri,635113,3,16
02-01-2026,Tamil Nadu,Krishnagiri,635114,0,3
02-01-2026,Tamil Nadu,Krishnagiri,635115,2,9
02-01-2026,Tamil Nadu,Krishnagiri,635119,0,3
02-01-2026,Tamil Nadu,Krishnagiri,635122,3,8
02-01-2026,Tamil Nadu,Krishnagiri,635201,0,1
18-12-2025,Tamil Nadu,Krishnagiri,635112,0,15
18-12-2025,Tamil Nadu,Krishnagiri,635114,0,7
18-12-2025,Tamil Nadu,Krishnagiri,635116,2,12
18-12-2025,Tamil Nadu,Krishnagiri,635123,1,5
18-12-2025,Tamil Nadu,Krishnagiri,635204,0,6
18-12-2025,Tamil Nadu,Krishnagiri,635307,9,17
18-12-2025,Tamil Nadu,Krishnagiri,636812,0,1
16-11-2025,Tamil Nadu,Krishnagiri,635001,0,3
16-11-2025,Tamil Nadu,Krishnagiri,635103,1,3
16-11-2025,Tamil Nadu,Krishnagiri,635108,0,1
16-11-2025,Tamil Nadu,Krishnagiri,635109,0,14
16-11-2025,Tamil Nadu,Krishnagiri,635110,0,1
16-11-2025,Tamil Nadu,Krishnagiri,635113,1,0
16-11-2025,Tamil Nadu,Krishnagiri,635120,0,1
15-11-2025,Tamil Nadu,Krishnagiri,635108,0,1
15-11-2025,Tamil Nadu,Krishnagiri,635111,0,2
15-11-2025,Tamil Nadu,Krishnagiri,635115,4,12
15-11-2025,Tamil Nadu,Krishnagiri,635116,1,11
15-11-2025,Tamil Nadu,Krishnagiri,635123,1,10
15-11-2025,Tamil Nadu,Krishnagiri,635126,7,28
15-11-2025,Tamil Nadu,Krishnagiri,635307,10,11
15-11-2025,Tamil Nadu,Krishnagiri,636812,0,1
17-11-2025,Tamil Nadu,Krishnagiri,635002,2,7
17-11-2025,Tamil Nadu,Krishnagiri,635122,4,7
17-11-2025,Tamil Nadu,Krishnagiri,635124,0,1
17-11-2025,Tamil Nadu,Krishnagiri,635201,2,3
17-11-2025,Tamil Nadu,Krishnagiri,636812,1,1
18-11-2025,Tamil Nadu,Krishnagiri,635102,3,5
18-11-2025,Tamil Nadu,Krishnagiri,635307,6,13
18-11-2025,Tamil Nadu,Krishnagiri,636806,1,3
18-11-2025,Tamil Nadu,Krishnagiri,636902,0,4
19-11-2025,Tamil Nadu,Krishnagiri,635102,1,15
19-11-2025,Tamil Nadu,Krishnagiri,635104,2,19
19-11-2025,Tamil Nadu,Krishnagiri,635108,2,7
19-11-2025,Tamil Nadu,Krishnagiri,635112,6,26
19-11-2025,Tamil Nadu,Krishnagiri,635115,3,10
19-11-2025,Tamil Nadu,Krishnagiri,635118,1,11
19-11-2025,Tamil Nadu,Krishnagiri,635119,0,5
19-11-2025,Tamil Nadu,Krishnagiri,635121,1,24
19-11-2025,Tamil Nadu,Krishnagiri,635124,0,2
20-11-2025,Tamil Nadu,Krishnagiri,635103,0,11
20-11-2025,Tamil Nadu,Krishnagiri,635111,0,1
20-11-2025,Tamil Nadu,Krishnagiri,635119,2,9
20-11-2025,Tamil Nadu,Krishnagiri,635121,3,24
20-11-2025,Tamil Nadu,Krishnagiri,635123,0,3
20-11-2025,Tamil Nadu,Krishnagiri,635304,0,6
20-11-2025,Tamil Nadu,Krishnagiri,635306,3,8
20-11-2025,Tamil Nadu,Krishnagiri,635307,7,7
21-11-2025,Tamil Nadu,Krishnagiri,635103,0,9
21-11-2025,Tamil Nadu,Krishnagiri,635106,1,3
21-11-2025,Tamil Nadu,Krishnagiri,635113,5,17
21-11-2025,Tamil Nadu,Krishnagiri,635116,3,7
21-11-2025,Tamil Nadu,Krishnagiri,635122,2,10
21-11-2025,Tamil Nadu,Krishnagiri,635203,1,15
21-11-2025,Tamil Nadu,Krishnagiri,635306,1,12
21-11-2025,Tamil Nadu,Krishnagiri,636902,1,3
01-11-2025,Tamil Nadu,Krishnagiri,635104,2,12
01-11-2025,Tamil Nadu,Krishnagiri,635105,4,11
01-11-2025,Tamil Nadu,Krishnagiri,635111,0,1
01-11-2025,Tamil Nadu,Krishnagiri,635126,5,22
01-11-2025,Tamil Nadu,Krishnagiri,635203,4,15
01-11-2025,Tamil Nadu,Krishnagiri,635207,5,17
24-11-2025,Tamil Nadu,Krishnagiri,635001,22,28
24-11-2025,Tamil Nadu,Krishnagiri,635103,3,12
24-11-2025,Tamil Nadu,Krishnagiri,635107,4,35
24-11-2025,Tamil Nadu,Krishnagiri,635117,3,23
24-11-2025,Tamil Nadu,Krishnagiri,635122,1,9
24-11-2025,Tamil Nadu,Krishnagiri,635124,0,1
24-11-2025,Tamil Nadu,Krishnagiri,635304,1,13
24-11-2025,Tamil Nadu,Krishnagiri,635306,0,4
24-11-2025,Tamil Nadu,Krishnagiri,636902,1,1
25-11-2025,Tamil Nadu,Krishnagiri,635001,10,37
25-11-2025,Tamil Nadu,Krishnagiri,635103,1,7
25-11-2025,Tamil Nadu,Krishnagiri,635117,3,18
25-11-2025,Tamil Nadu,Krishnagiri,635119,1,3
22-11-2025,Tamil Nadu,Krishnagiri,635103,2,4
22-11-2025,Tamil Nadu,Krishnagiri,635107,3,10
22-11-2025,Tamil Nadu,Krishnagiri,635118,1,4
22-11-2025,Tamil Nadu,Krishnagiri,635119,0,4
22-11-2025,Tamil Nadu,Krishnagiri,635124,0,1
22-11-2025,Tamil Nadu,Krishnagiri,635203,5,10
22-11-2025,Tamil Nadu,Krishnagiri,635307,5,12
23-11-2025,Tamil Nadu,Krishnagiri,635109,1,12
23-11-2025,Tamil Nadu,Krishnagiri,635204,0,1
01-12-2025,Tamil Nadu,Krishnagiri,635101,0,6
01-12-2025,Tamil Nadu,Krishnagiri,635104,2,27
01-12-2025,Tamil Nadu,Krishnagiri,635106,0,4
01-12-2025,Tamil Nadu,Krishnagiri,635113,2,15
01-12-2025,Tamil Nadu,Krishnagiri,635203,3,27
01-12-2025,Tamil Nadu,Krishnagiri,636806,1,3
01-12-2025,Tamil Nadu,Krishnagiri,636902,1,3
28-11-2025,Tamil Nadu,Krishnagiri,635106,0,1
28-11-2025,Tamil Nadu,Krishnagiri,635118,0,8
28-11-2025,Tamil Nadu,Krishnagiri,635120,1,11
28-11-2025,Tamil Nadu,Krishnagiri,635124,1,1
28-11-2025,Tamil Nadu,Krishnagiri,635204,1,5
28-11-2025,Tamil Nadu,Krishnagiri,635306,3,11
28-11-2025,Tamil Nadu,Krishnagiri,635307,3,19
27-11-2025,Tamil Nadu,Krishnagiri,635108,0,6
27-11-2025,Tamil Nadu,Krishnagiri,635114,0,4
27-11-2025,Tamil Nadu,Krishnagiri,635116,0,3
27-11-2025,Tamil Nadu,Krishnagiri,635124,0,3
27-11-2025,Tamil Nadu,Krishnagiri,635201,4,8
27-11-2025,Tamil Nadu,Krishnagiri,635203,0,19
27-11-2025,Tamil Nadu,Krishnagiri,635307,5,13
03-11-2025,Tamil Nadu,Krishnagiri,635001,6,33
03-11-2025,Tamil Nadu,Krishnagiri,635102,3,3
03-11-2025,Tamil Nadu,Krishnagiri,635105,6,10
03-11-2025,Tamil Nadu,Krishnagiri,635107,5,35
03-11-2025,Tamil Nadu,Krishnagiri,635201,6,4
03-11-2025,Tamil Nadu,Krishnagiri,635306,2,8
31-10-2025,Tamil Nadu,Krishnagiri,635103,0,6
31-10-2025,Tamil Nadu,Krishnagiri,635109,11,71
31-10-2025,Tamil Nadu,Krishnagiri,635118,0,2
31-10-2025,Tamil Nadu,Krishnagiri,635124,0,2
31-10-2025,Tamil Nadu,Krishnagiri,635126,6,10
31-10-2025,Tamil Nadu,Krishnagiri,635203,5,25
31-10-2025,Tamil Nadu,Krishnagiri,635204,0,9
31-10-2025,Tamil Nadu,Krishnagiri,635207,3,25
31-10-2025,Tamil Nadu,Krishnagiri,635304,4,4
31-10-2025,Tamil Nadu,Krishnagiri,635306,1,10
26-11-2025,Tamil Nadu,Krishnagiri,635101,0,5
26-11-2025,Tamil Nadu,Krishnagiri,635114,0,10
26-11-2025,Tamil Nadu,Krishnagiri,635115,2,11
26-11-2025,Tamil Nadu,Krishnagiri,635119,0,6
26-11-2025,Tamil Nadu,Krishnagiri,635126,4,32
26-11-2025,Tamil Nadu,Krishnagiri,635201,1,3
26-11-2025,Tamil Nadu,Krishnagiri,635307,0,22
26-11-2025,Tamil Nadu,Krishnagiri,636806,0,2
30-10-2025,Tamil Nadu,Krishnagiri,635001,6,16
30-10-2025,Tamil Nadu,Krishnagiri,635002,2,4
30-10-2025,Tamil Nadu,Krishnagiri,635119,1,4
30-10-2025,Tamil Nadu,Krishnagiri,635123,0,7
30-10-2025,Tamil Nadu,Krishnagiri,635207,2,15
29-10-2025,Tamil Nadu,Krishnagiri,635001,0,16
29-10-2025,Tamil Nadu,Krishnagiri,635103,2,9
29-10-2025,Tamil Nadu,Krishnagiri,635107,18,26
29-10-2025,Tamil Nadu,Krishnagiri,635108,3,1
29-10-2025,Tamil Nadu,Krishnagiri,635109,10,61
29-10-2025,Tamil Nadu,Krishnagiri,635110,2,10
29-10-2025,Tamil Nadu,Krishnagiri,635114,1,8
29-10-2025,Tamil Nadu,Krishnagiri,635118,0,7
29-10-2025,Tamil Nadu,Krishnagiri,635123,0,2
29-10-2025,Tamil Nadu,Krishnagiri,635207,5,20
02-12-2025,Tamil Nadu,Krishnagiri,635101,1,8
02-12-2025,Tamil Nadu,Krishnagiri,635106,1,1
02-12-2025,Tamil Nadu,Krishnagiri,635107,0,25
02-12-2025,Tamil Nadu,Krishnagiri,635114,1,4
02-12-2025,Tamil Nadu,Krishnagiri,635121,20,17
02-12-2025,Tamil Nadu,Krishnagiri,635122,2,4
02-12-2025,Tamil Nadu,Krishnagiri,635126,0,39
02-12-2025,Tamil Nadu,Krishnagiri,635306,3,15
02-12-2025,Tamil Nadu,Krishnagiri,635307,19,18
02-12-2025,Tamil Nadu,Krishnagiri,635654,0,1
29-11-2025,Tamil Nadu,Krishnagiri,635107,1,21
29-11-2025,Tamil Nadu,Krishnagiri,635109,8,60
29-11-2025,Tamil Nadu,Krishnagiri,635119,0,1
29-11-2025,Tamil Nadu,Krishnagiri,635120,6,8
29-11-2025,Tamil Nadu,Krishnagiri,635121,7,20
29-11-2025,Tamil Nadu,Krishnagiri,635123,0,5
29-11-2025,Tamil Nadu,Krishnagiri,635124,2,6
29-11-2025,Tamil Nadu,Krishnagiri,635203,10,18
30-11-2025,Tamil Nadu,Krishnagiri,635101,0,1
30-11-2025,Tamil Nadu,Krishnagiri,635103,3,4
30-11-2025,Tamil Nadu,Krishnagiri,635104,0,3
30-11-2025,Tamil Nadu,Krishnagiri,635108,0,3
30-11-2025,Tamil Nadu,Krishnagiri,635115,0,1
30-11-2025,Tamil Nadu,Krishnagiri,635126,3,11
30-11-2025,Tamil Nadu,Krishnagiri,635306,0,1
30-11-2025,Tamil Nadu,Krishnagiri,635307,0,2
01-03-2025,Tamil Nadu,Krishnagiri,635121,41,490
01-03-2025,Tamil Nadu,Krishnagiri,635116,32,358
01-03-2025,Tamil Nadu,Krishnagiri,635109,247,1754
01-03-2025,Tamil Nadu,Krishnagiri,635105,26,460
01-03-2025,Tamil Nadu,Krishnagiri,635306,17,226
01-07-2025,Tamil Nadu,Krishnagiri,635001,254,1017
02-09-2025,Tamil Nadu,Krishnagiri,635102,1,7
02-09-2025,Tamil Nadu,Krishnagiri,635104,3,9
02-09-2025,Tamil Nadu,Krishnagiri,635119,1,6
02-09-2025,Tamil Nadu,Krishnagiri,635206,1,13
02-09-2025,Tamil Nadu,Krishnagiri,635207,2,12
02-09-2025,Tamil Nadu,Krishnagiri,635306,1,9
02-09-2025,Tamil Nadu,Krishnagiri,635307,2,25
02-09-2025,Tamil Nadu,Krishnagiri,636902,1,5
01-09-2025,Tamil Nadu,Krishnagiri,635001,6,30
01-09-2025,Tamil Nadu,Krishnagiri,635104,2,23
01-09-2025,Tamil Nadu,Krishnagiri,635106,1,2
01-09-2025,Tamil Nadu,Krishnagiri,635110,2,10
01-09-2025,Tamil Nadu,Krishnagiri,635124,0,3
01-09-2025,Tamil Nadu,Krishnagiri,635204,2,6
01-09-2025,Tamil Nadu,Krishnagiri,635306,2,8
01-09-2025,Tamil Nadu,Krishnagiri,636902,2,6
03-09-2025,Tamil Nadu,Krishnagiri,635106,0,1
03-09-2025,Tamil Nadu,Krishnagiri,635110,4,7
03-09-2025,Tamil Nadu,Krishnagiri,635111,1,1
03-09-2025,Tamil Nadu,Krishnagiri,635120,2,7
03-09-2025,Tamil Nadu,Krishnagiri,635122,1,7
03-09-2025,Tamil Nadu,Krishnagiri,635123,1,0
03-09-2025,Tamil Nadu,Krishnagiri,635124,0,3
03-09-2025,Tamil Nadu,Krishnagiri,635207,5,20
04-09-2025,Tamil Nadu,Krishnagiri,635103,2,5
04-09-2025,Tamil Nadu,Krishnagiri,635105,3,5
04-09-2025,Tamil Nadu,Krishnagiri,635109,9,51
04-09-2025,Tamil Nadu,Krishnagiri,635113,2,17
04-09-2025,Tamil Nadu,Krishnagiri,635114,0,1
04-09-2025,Tamil Nadu,Krishnagiri,635201,1,3
04-09-2025,Tamil Nadu,Krishnagiri,635206,7,3
04-09-2025,Tamil Nadu,Krishnagiri,635207,6,14
04-09-2025,Tamil Nadu,Krishnagiri,635306,0,16
04-09-2025,Tamil Nadu,Krishnagiri,635307,5,12
05-09-2025,Tamil Nadu,Krishnagiri,635002,1,0
05-09-2025,Tamil Nadu,Krishnagiri,635114,0,1
05-09-2025,Tamil Nadu,Krishnagiri,635117,1,1
05-09-2025,Tamil Nadu,Krishnagiri,635124,2,1
05-09-2025,Tamil Nadu,Krishnagiri,635207,0,4
07-09-2025,Tamil Nadu,Krishnagiri,635104,3,2
07-09-2025,Tamil Nadu,Krishnagiri,635201,0,2
06-09-2025,Tamil Nadu,Krishnagiri,635102,1,1
06-09-2025,Tamil Nadu,Krishnagiri,635104,6,12
06-09-2025,Tamil Nadu,Krishnagiri,635105,1,8
06-09-2025,Tamil Nadu,Krishnagiri,635111,1,1
06-09-2025,Tamil Nadu,Krishnagiri,635122,4,16
06-09-2025,Tamil Nadu,Krishnagiri,635304,3,10
08-09-2025,Tamil Nadu,Krishnagiri,635103,4,8
08-09-2025,Tamil Nadu,Krishnagiri,635104,1,16
08-09-2025,Tamil Nadu,Krishnagiri,635105,3,12
08-09-2025,Tamil Nadu,Krishnagiri,635108,1,5
08-09-2025,Tamil Nadu,Krishnagiri,635110,4,8
08-09-2025,Tamil Nadu,Krishnagiri,635118,1,17
08-09-2025,Tamil Nadu,Krishnagiri,635126,2,19
08-09-2025,Tamil Nadu,Krishnagiri,635306,4,5
08-09-2025,Tamil Nadu,Krishnagiri,636902,0,4
09-09-2025,Tamil Nadu,Krishnagiri,635106,0,3
09-09-2025,Tamil Nadu,Krishnagiri,635109,8,63
09-09-2025,Tamil Nadu,Krishnagiri,635113,0,9
09-09-2025,Tamil Nadu,Krishnagiri,635122,4,21
09-09-2025,Tamil Nadu,Krishnagiri,635307,3,15
09-09-2025,Tamil Nadu,Krishnagiri,635654,0,2
10-09-2025,Tamil Nadu,Krishnagiri,635002,2,5
10-09-2025,Tamil Nadu,Krishnagiri,635108,1,8
10-09-2025,Tamil Nadu,Krishnagiri,635109,11,62
10-09-2025,Tamil Nadu,Krishnagiri,635110,1,8
10-09-2025,Tamil Nadu,Krishnagiri,635112,6,24
10-09-2025,Tamil Nadu,Krishnagiri,635115,4,17
10-09-2025,Tamil Nadu,Krishnagiri,635206,3,13
10-09-2025,Tamil Nadu,Krishnagiri,635304,4,6
10-09-2025,Tamil Nadu,Krishnagiri,635306,0,7
10-09-2025,Tamil Nadu,Krishnagiri,636902,0,2
11-09-2025,Tamil Nadu,Krishnagiri,635105,0,6
11-09-2025,Tamil Nadu,Krishnagiri,635203,9,16
11-09-2025,Tamil Nadu,Krishnagiri,635204,1,3
13-09-2025,Tamil Nadu,Krishnagiri,635002,1,4
13-09-2025,Tamil Nadu,Krishnagiri,635103,4,6
13-09-2025,Tamil Nadu,Krishnagiri,635108,0,5
13-09-2025,Tamil Nadu,Krishnagiri,635122,0,3
13-09-2025,Tamil Nadu,Krishnagiri,635126,6,14
13-09-2025,Tamil Nadu,Krishnagiri,635307,3,10
12-09-2025,Tamil Nadu,Krishnagiri,635110,1,9
12-09-2025,Tamil Nadu,Krishnagiri,635111,2,2
12-09-2025,Tamil Nadu,Krishnagiri,635126,3,21
12-09-2025,Tamil Nadu,Krishnagiri,635204,2,8
12-09-2025,Tamil Nadu,Krishnagiri,635207,7,11
12-09-2025,Tamil Nadu,Krishnagiri,635302,1,0
14-09-2025,Tamil Nadu,Krishnagiri,635101,0,1
14-09-2025,Tamil Nadu,Krishnagiri,635123,0,2
14-09-2025,Tamil Nadu,Krishnagiri,635126,1,3
14-09-2025,Tamil Nadu,Krishnagiri,635201,0,2
15-09-2025,Tamil Nadu,Krishnagiri,635002,0,3
15-09-2025,Tamil Nadu,Krishnagiri,635101,1,10
15-09-2025,Tamil Nadu,Krishnagiri,635104,4,21
15-09-2025,Tamil Nadu,Krishnagiri,635111,0,2
15-09-2025,Tamil Nadu,Krishnagiri,635119,1,4
15-09-2025,Tamil Nadu,Krishnagiri,635124,1,5
15-09-2025,Tamil Nadu,Krishnagiri,635203,9,25
15-09-2025,Tamil Nadu,Krishnagiri,635304,6,4
17-09-2025,Tamil Nadu,Krishnagiri,635002,2,10
17-09-2025,Tamil Nadu,Krishnagiri,635116,4,15
17-09-2025,Tamil Nadu,Krishnagiri,635126,1,22
17-09-2025,Tamil Nadu,Krishnagiri,636812,0,1
16-09-2025,Tamil Nadu,Krishnagiri,635001,5,38
16-09-2025,Tamil Nadu,Krishnagiri,635106,2,1
16-09-2025,Tamil Nadu,Krishnagiri,635109,15,87
16-09-2025,Tamil Nadu,Krishnagiri,635112,6,33
16-09-2025,Tamil Nadu,Krishnagiri,635117,3,22
16-09-2025,Tamil Nadu,Krishnagiri,635120,2,11
16-09-2025,Tamil Nadu,Krishnagiri,635206,3,11
16-09-2025,Tamil Nadu,Krishnagiri,635306,1,5
16-09-2025,Tamil Nadu,Krishnagiri,635654,0,1
18-09-2025,Tamil Nadu,Krishnagiri,635002,2,7
18-09-2025,Tamil Nadu,Krishnagiri,635104,5,26
18-09-2025,Tamil Nadu,Krishnagiri,635110,1,13
18-09-2025,Tamil Nadu,Krishnagiri,635116,3,11
18-09-2025,Tamil Nadu,Krishnagiri,635122,1,12
18-09-2025,Tamil Nadu,Krishnagiri,635304,2,8
18-09-2025,Tamil Nadu,Krishnagiri,635306,1,6
18-09-2025,Tamil Nadu,Krishnagiri,635307,0,14
19-09-2025,Tamil Nadu,Krishnagiri,635112,1,12
19-09-2025,Tamil Nadu,Krishnagiri,635118,0,11
19-09-2025,Tamil Nadu,Krishnagiri,635120,0,11
19-09-2025,Tamil Nadu,Krishnagiri,635121,4,17
